,發生時間,發生地點,死亡受傷人數,車種,經度,緯度,data_id
846,108年06月17日 10時55分00秒,彰化縣和美鎮塗厝里和厝路2段 / 彰化縣和美鎮塗厝里思北路,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用),120.505458,24.129945000000003,108a1846
847,108年06月17日 11時37分00秒,新北市林口區仁愛路2段200號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,121.379056,25.073781,108a1847
848,108年06月17日 16時02分00秒,臺中市霧峰區四德里五福路85號前0.0公尺,死亡1;受傷0,普通重型-機車,120.67195600000001,24.065826,108a1848
849,108年06月17日 22時38分00秒,彰化縣溪州鄉東州村溪下路4段前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人,120.51253999999999,23.843225,108a1849
850,108年06月18日 05時40分26秒,臺東縣臺東市知本路2段口 / 臺東縣臺東市雲南路口,死亡1;受傷2,普通重型-機車;自用-小客車;普通重型-機車,121.065992,22.709763,108a1850
851,108年06月18日 07時49分00秒,新北市八里區關渡橋道路前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-曳引車;乘客-人,121.45776599999999,25.097622,108a1851
852,108年06月18日 17時50分00秒,高雄市岡山區前峰路 / 高雄市岡山區巨輪路,死亡1;受傷0,自用-大貨車;普通重型-機車,120.28345800000001,22.798744,108a1852
853,108年06月18日 17時58分16秒,臺南市善化區文正里陽明路口 / 臺南市善化區文正里陽明路口,死亡1;受傷2,普通重型-機車;腳踏自行車-慢車;乘客-人,120.280588,23.135786,108a1853
854,108年06月19日 00時51分00秒,臺中市神岡區庄前里庄前路72-6號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車,120.66724099999999,24.248085,108a1854
855,108年06月19日 08時35分00秒,高雄市鳳山區大明路 / 高雄市鳳山區輜汽路,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.341171,22.616910999999998,108a1855
856,108年06月19日 12時55分00秒,嘉義縣民雄鄉興南村頭橋380號前(166線33公里800公尺處),死亡1;受傷0,普通重型-機車;自用-小客車,120.42517600000001,23.522517999999998,108a1856
857,108年06月19日 17時10分00秒,宜蘭縣頭城鎮大坑里文化路101號,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,121.829408,24.860444,108a1857
858,108年06月20日 04時24分00秒,彰化縣溪湖鎮湖西里二溪路1段前0.0公尺,死亡1;受傷1,自用-大貨車;自用-小貨車(含客、貨兩用),120.46868899999998,23.959296,108a1858
859,108年06月20日 05時00分00秒,高雄市路竹區中山南路前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-曳引車,120.2661,22.82919,108a1859
860,108年06月20日 14時12分10秒,屏東縣滿州鄉响林村福林路1號,死亡1;受傷0,自用-小客車,120.83158999999999,22.038557,108a1860
861,108年06月21日 03時50分00秒,基隆市中正區中正路82號前0.0公尺,死亡1;受傷0,普通重型-機車,121.74942800000001,25.137635,108a1861
862,108年06月21日 05時47分00秒,屏東縣屏東市勝利路附近 / 屏東縣屏東市機場北路附近,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.472604,22.678598,108a1862
863,108年06月21日 07時02分19秒,苗栗縣竹南鎮新南里永貞路二段與五谷街口,死亡1;受傷0,自用-小客車;行人-人,120.88549599999999,24.688035,108a1863
864,108年06月21日 08時56分00秒,雲林縣林內鄉中正路307號前0.0公尺,死亡1;受傷1,自用-小客車;行人-人;普通重型-機車,120.614057,23.756970000000003,108a1864
865,108年06月21日 16時34分00秒,新北市泰山區大科一路前0.0公尺,死亡1;受傷1,自用-小客車;營業用-大貨車,121.39569499999999,25.062396,108a1865
866,108年06月21日 18時10分00秒,臺南市新營區姑爺里區道南72線南側 / 臺南市新營區姑爺里區道南73線南側,死亡1;受傷0,普通輕型-機車;營業用-大貨車,120.254713,23.28077,108a1866
867,108年06月21日 21時46分00秒,新北市板橋區環河西路4段 / 新北市板橋區華江五路,死亡1;受傷0,普通重型-機車;自用-小客車,121.485541,25.022253,108a1867
868,108年06月22日 03時15分00秒,嘉義縣大林鎮大美里園區六路10號,死亡1;受傷0,大型重型2(250-550C.C.)-機車,120.508123,23.592093,108a1868
869,108年06月22日 07時12分00秒,桃園市龜山區文化一路附近 / 桃園市龜山區華亞三路附近,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.38251899999999,25.05044,108a1869
870,108年06月22日 07時53分00秒,桃園市桃園區中山路口 / 桃園市桃園區上海路口,死亡1;受傷0,自用-小客車;行人-人,121.28411299999999,24.987688000000002,108a1870
871,108年06月22日 09時27分00秒,桃園市桃園區三民路2段口 / 桃園市桃園區春日路口,死亡1;受傷0,自用-小客車;普通輕型-機車,121.314024,25.000882,108a1871
872,108年06月22日 10時09分00秒,臺北市北投區紗帽路前0.0公尺,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,121.539473,25.144019,108a1872
873,108年06月22日 12時06分32秒,宜蘭縣宜蘭市中山路1段口 / 宜蘭縣宜蘭市環市東路,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人;乘客-人,121.77168200000001,24.748048999999998,108a1873
874,108年06月22日 16時30分00秒,雲林縣臺西鄉溪頂村臺17線91公里處往北,死亡1;受傷1,普通重型-機車;乘客-人,120.180104,23.678410999999997,108a1874
875,108年06月23日 06時30分00秒,臺南市西港區南海里慶安路232之1號前0.0公尺附近,死亡1;受傷0,自用-小客車;普通重型-機車,120.19603799999999,23.119631,108a1875
876,108年06月23日 08時35分00秒,新北市新莊區重新堤外道路前0.0公尺,死亡1;受傷0,普通重型-機車;其他人-人,121.453971,25.033547,108a1876
877,108年06月23日 11時16分00秒,屏東縣內埔鄉隘寮村清涼路2段92號前0.0公尺附近,死亡1;受傷2,普通重型-機車;乘客-人;乘客-人,120.632085,22.699041,108a1877
878,108年06月23日 11時37分33秒,桃園市大溪區國道3號 60公里700.0公尺處北側向內側,死亡1;受傷1,自用-小客車;乘客-人,121.277397,24.906071,108a1878
879,108年06月23日 16時29分00秒,苗栗縣苑裡鎮田中三路(台電電桿編號:日田幹56支22AD5600ED67)旁,死亡1;受傷0,普通輕型-機車,120.664437,24.408110999999998,108a1879
880,108年06月23日 21時03分45秒,臺南市安定區安加里區道南132線前0.0公尺,死亡1;受傷0,普通輕型-機車,120.231154,23.110601000000003,108a1880
881,108年06月24日 06時28分00秒,臺中市梧棲區南簡里民和路二段前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車,120.55153700000001,24.254807999999997,108a1881
882,108年06月24日 06時50分00秒,高雄市大樹區姑山路姑山0112燈桿號前0.0公尺,死亡1;受傷0,普通重型-機車,120.439407,22.707776000000003,108a1882
883,108年06月24日 06時52分00秒,高雄市大寮區鳳林四路 / 高雄市大寮區光華路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.382971,22.619215,108a1883
884,108年06月24日 10時20分22秒,臺南市北區育德路口 / 臺南市北區西門路4段口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.203879,23.007061,108a1884
885,108年06月25日 06時22分00秒,臺南市永康區王行路511號,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.272875,23.041004,108a1885
886,108年06月25日 07時58分00秒,桃園市大園區國道2號 2公里西側向輔助,死亡1;受傷1,營業用-小貨車(含客、貨兩用);營業用-大貨車;自用-小客車;自用-小客車,121.213828,25.056851,108a1886
887,108年06月25日 11時00分00秒,臺北市中山區天祥路 / 臺北市中山區天祥路,死亡1;受傷0,自用-小客車;行人-人,121.521004,25.062165,108a1887
888,108年06月25日 11時10分00秒,桃園市平鎮區環南路口 / 桃園市平鎮區新富四街口,死亡1;受傷0,自用-小客車;普通重型-機車,121.21441100000001,24.940236,108a1888
889,108年06月25日 15時33分00秒,臺中市大里區東昇里環中東路五段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.70005,24.117338,108a1889
890,108年06月25日 19時38分57秒,臺南市仁德區仁愛里大同路3段口 / 臺南市仁德區仁愛里保仁路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.21706699999999,22.96049,108a1890
891,108年06月26日 06時15分00秒,屏東縣林邊鄉光前路段,死亡1;受傷0,自用-小客車;行人-人,120.494945,22.426727,108a1891
892,108年06月26日 08時37分00秒,高雄市仁武區高楠公路32號前0.0公尺,死亡1;受傷0,普通重型-機車,120.323,22.69802,108a1892
893,108年06月26日 12時48分00秒,新北市三重區中興橋快車道路前0.0公尺,死亡1;受傷2,大型重型2(250-550C.C.)-機車;計程車-小客車;普通重型-機車;乘客-人,121.495152,25.047729999999998,108a1893
894,108年06月26日 17時04分07秒,臺南市六甲區中社里市道174線中社7號前0.0公尺口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.32826999999999,23.236107999999998,108a1894
895,108年06月26日 22時30分00秒,臺中市西屯區永安里西屯路三段92之1號前0.0公尺,死亡1;受傷1,自用-小客車;大型重型1(550C.C.以上)-機車;乘客-人,120.628483,24.184008,108a1895
896,108年06月27日 07時03分00秒,嘉義縣朴子市永和里168線8.15公里處與產業道路口,死亡1;受傷0,電動自行車-慢車;自用-小客車,120.22580900000001,23.463171,108a1896
897,108年06月27日 10時03分00秒,嘉義縣番路鄉觸口村台18線31.8公里,死亡1;受傷0,遊覽車-大客車;大型重型1(550C.C.以上)-機車;遊覽車-大客車,120.584961,23.445726999999998,108a1897
898,108年06月27日 10時54分00秒,新北市金山區金包里街 / 新北市金山區福德街,死亡1;受傷0,普通重型-機車,121.63893,25.221529,108a1898
899,108年06月27日 18時40分00秒,臺北市大安區臥龍街 / 臺北市大安區臥龍街,死亡1;受傷2,自用-小客車;腳踏自行車-慢車;普通重型-機車;自用-小客車,121.551693,25.019498000000002,108a1899
900,108年06月27日 18時53分14秒,宜蘭縣五結鄉利澤村五濱路2段口 / 宜蘭縣五結鄉五結路1段,死亡1;受傷2,普通重型-機車;大型重型1(550C.C.以上)-機車;乘客-人,121.824851,24.692510000000002,108a1900
901,108年06月28日 05時08分00秒,新北市中和區景平路 / 新北市中和區秀朗路,死亡1;受傷0,自用-大貨車;普通重型-機車,121.496319,25.00367,108a1901
902,108年06月28日 11時05分39秒,臺東縣達仁鄉台坂村台坂路2-1號前0.0公尺南側,死亡1;受傷0,動力機械-其他車;普通重型-機車,120.91299199999999,22.482084,108a1902
903,108年06月28日 14時40分00秒,臺中市太平區太平里太平路577號前0.0公尺,死亡1;受傷1,行人-人;自用-大貨車;行人-人,120.712507,24.125704000000002,108a1903
904,108年06月28日 14時50分00秒,新北市中和區民德路128號前0.0公尺,死亡1;受傷0,行人-人;計程車-小客車;自用-小貨車(含客、貨兩用);租賃車-小客車,121.46847199999999,25.001337,108a1904
905,108年06月28日 22時20分00秒,基隆市七堵區國道1號 7公里100.0公尺處北側向內側,死亡1;受傷0,行人-人;民營公車-大客車,121.67906799999999,25.085872,108a1905
906,108年06月28日 23時16分00秒,臺北市大安區羅斯福路2段 / 臺北市大安區和平東路1段,死亡1;受傷1,民營公車-大客車;大型重型1(550C.C.以上)-機車;乘客-人,121.522377,25.027006,108a1906
907,108年06月29日 07時00分00秒,高雄市旗山區旗南二路上洲164燈桿號前0.0公尺,死亡1;受傷0,普通重型-機車,120.4688,22.859579999999998,108a1907
908,108年06月29日 10時45分00秒,彰化縣二林鎮香田里竹圍巷前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.365443,23.88731,108a1908
909,108年06月29日 11時36分00秒,花蓮縣花蓮市北濱車行地下道南端出口北上車道100公尺處,死亡1;受傷0,自用-小貨車(含客、貨兩用);營業用-半聯結車,121.61385700000001,23.971213,108a1909
910,108年06月29日 13時33分14秒,南投縣草屯鎮山腳里民權一街109巷口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.68379499999999,23.964878,108a1910
911,108年06月29日 23時00分00秒,彰化縣彰化市三村里彰興路2段67號前0.0公尺前,死亡1;受傷0,大型重型2(250-550C.C.)-機車,120.58665900000001,24.092178,108a1911
912,108年06月30日 09時44分25秒,新竹市東區千甲路418號,死亡1;受傷0,自用-小客車;普通重型-機車,121.01308300000001,24.806881,108a1912
913,108年06月30日 10時41分41秒,桃園市八德區瑞泰里介壽路2段附近 / 桃園市八德區巧克力街附近,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,121.29748799999999,24.943399,108a1913
914,108年06月30日 14時53分00秒,新北市八里區龍米路2段 / 新北市八里區龍米路2段,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.438943,25.152855,108a1914
915,108年06月30日 17時20分00秒,新北市汐止區汐萬路3段前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.64236399999999,25.09741,108a1915
916,108年06月30日 18時26分00秒,臺南市新市區大洲里大洲外環道前0.0公尺,死亡1;受傷0,普通重型-機車,120.258329,23.068637,108a1916
917,108年06月30日 20時05分00秒,屏東縣長治鄉長興路427-1號前,死亡1;受傷1,普通輕型-機車;普通重型-機車,120.51284299999999,22.681458,108a1917
918,108年07月01日 16時38分00秒,嘉義縣朴子市佳禾里台82線11.6公里西向車道,死亡1;受傷2,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);乘客-人,120.259626,23.452256,108a1918
919,108年07月01日 16時56分00秒,新北市汐止區汐萬路3段前0.0公尺,死亡1;受傷1,普通重型-機車;遊覽車-大客車,121.64236399999999,25.09741,108a1919
920,108年07月01日 22時50分15秒,新北市泰山區國道1號 33公里北側向輔助,死亡1;受傷0,自用-大貨車;自用-小客車;自用-小客車,121.41564299999999,25.061981,108a1920
921,108年07月02日 00時00分00秒,彰化縣鹿港鎮溝墘里鹿和路3段 / 彰化縣鹿港鎮溝墘里棋盤巷,死亡1;受傷0,普通重型-機車;自用-小客車,120.47528700000001,24.079214999999998,108a1921
922,108年07月02日 04時35分55秒,苗栗縣竹南鎮福誼企業股份有限公司(苗栗縣造橋鄉渡船頭22-1)附近,死亡1;受傷0,普通重型-機車,120.83951299999998,24.662110000000002,108a1922
923,108年07月02日 05時50分00秒,臺東縣臺東市志航路1段292號,死亡1;受傷0,普通重型-機車,121.127692,22.7821,108a1923
924,108年07月02日 08時21分00秒,澎湖縣馬公市縣204線 4公里600.0公尺處南側向外側,死亡1;受傷0,普通重型-機車,119.620329,23.548867,108a1924
925,108年07月03日 08時00分43秒,臺南市下營區新興里中山路1段476巷207號前0.0公尺口,死亡1;受傷3,自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人,120.28158300000001,23.241646,108a1925
926,108年07月03日 17時00分17秒,雲林縣大埤鄉興安村興安村009路燈前,死亡1;受傷0,普通重型-機車;自用-小客車,120.399446,23.627132,108a1926
927,108年07月03日 18時18分00秒,彰化縣和美鎮塗厝里欣北路 / 彰化縣和美鎮塗厝里和頭路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.50386499999999,24.126551,108a1927
928,108年07月04日 04時15分00秒,屏東縣里港鄉里港大橋(台三線416.4公里處),死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人,120.502178,22.797255,108a1928
929,108年07月04日 09時43分00秒,桃園市新屋區中山路555號前0.0公尺東側,死亡1;受傷0,自用-小客車,121.097627,24.973723,108a1929
930,108年07月04日 22時15分00秒,高雄市鼓山區中華一路 / 高雄市鼓山區環河街,死亡1;受傷0,自用-小客車;普通重型-機車,120.291749,22.649883,108a1930
931,108年07月05日 09時49分00秒,苗栗縣銅鑼鄉中平村中興路口 / 苗栗縣銅鑼鄉中平村孝興街口,死亡1;受傷1,營業用-小貨車(含客、貨兩用);普通重型-機車,120.802031,24.489212,108a1931
932,108年07月05日 17時51分00秒,臺南市南化區台20線 46公里700.0公尺處附近向外側,死亡2;受傷1,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人,120.522481,23.083257999999997,108a1932
933,108年07月05日 20時56分56秒,南投縣埔里鎮台21線52.9公里,死亡1;受傷0,大型重型1(550C.C.以上)-機車,120.92249299999999,23.928157000000002,108a1933
934,108年07月06日 02時18分00秒,臺中市沙鹿區斗抵里沙田路19-3號前0.0公尺,死亡1;受傷0,普通重型-機車,120.55741,24.224115,108a1934
935,108年07月06日 03時22分00秒,臺南市北區小東路147巷口,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.22686000000002,23.000888,108a1935
936,108年07月06日 06時06分08秒,臺北市大同區國道1號 25公里200.0公尺處南側向交流道,死亡1;受傷0,自用-小客車;自用-小客車,121.513754,25.077675,108a1936
937,108年07月06日 09時46分00秒,雲林縣林內鄉141線與雲66線路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.634498,23.777957,108a1937
938,108年07月06日 12時08分00秒,高雄市大寮區光華路 / 高雄市大寮區華中路,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.428807,22.582788,108a1938
939,108年07月06日 13時50分00秒,彰化縣彰化市富貴里中華路前0.0公尺,死亡1;受傷2,自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;乘客-人;乘客-人,120.535556,24.075556,108a1939
940,108年07月06日 17時58分00秒,臺北市大安區國父紀念館1號出口,死亡1;受傷1,自用-小貨車(含客、貨兩用);行人-人;行人-人,121.55660900000001,25.041947,108a1940
941,108年07月07日 02時53分00秒,彰化縣二水鄉十五村員集路5段541號前0.0公尺前,死亡1;受傷0,自用-小客車,120.603181,23.832152,108a1941
942,108年07月07日 19時17分00秒,臺北市大同區延平北路3段 / 臺北市大同區民族西路,死亡1;受傷1,普通重型-機車;行人-人;計程車-小客車,121.51101200000001,25.06867,108a1942
943,108年07月08日 06時39分59秒,臺南市新市區南科南路口 / 臺南市新市區南科二路口,死亡1;受傷1,普通重型-機車;自用-小客車,120.28161599999999,23.095629000000002,108a1943
944,108年07月08日 07時28分16秒,宜蘭縣蘇澳鎮蘇濱路566號前0.0公尺南側,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.83326799999999,24.626976000000003,108a1944
945,108年07月08日 11時00分00秒,雲林縣北港鎮府番里府番路新府電線桿81號旁水溝內,死亡1;受傷0,普通重型-機車,120.326679,23.597998,108a1945
946,108年07月08日 14時20分22秒,桃園市中壢區廈門街東側 / 桃園市中壢區合浦街東側,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,121.233659,24.949473,108a1946
947,108年07月08日 14時43分00秒,新竹市北區經國路二段磐石路,死亡1;受傷0,普通重型-機車;自用-小客車,120.958176,24.807809,108a1947
948,108年07月08日 15時43分00秒,屏東縣九如鄉向陽路(TS10.51397號電桿),死亡1;受傷0,自用-小客車,120.508425,22.763588000000002,108a1948
949,108年07月08日 19時23分00秒,臺北市士林區中正路前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車;民營客運-大客車,121.51771299999999,25.091917000000002,108a1949
950,108年07月08日 19時39分00秒,新北市新莊區新北大道 / 新北市新莊區新知六路,死亡1;受傷0,自用-大貨車;腳踏自行車-慢車,121.45,25.033333,108a1950
951,108年07月09日 05時32分00秒,花蓮縣花蓮市中央路四段與十六股大道口,死亡1;受傷0,普通重型-機車;自用-小客車;乘客-人,121.60198000000001,24.004776,108a1951
952,108年07月09日 07時31分00秒,新北市樹林區大安路 / 新北市樹林區八德街,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車,121.42623700000001,25.002193,108a1952
953,108年07月09日 08時36分35秒,屏東縣恆春鎮龍水里檳榔路2號前0.0公尺,死亡1;受傷1,普通重型-機車;大型重型2(250-550C.C.)-機車,120.72913700000001,21.972583,108a1953
954,108年07月09日 13時13分00秒,高雄市三民區澄觀陸橋東向西號前0.0公尺,死亡1;受傷0,普通重型-機車,120.327752,22.675606,108a1954
955,108年07月10日 07時09分00秒,新北市貢寮區臺2線道路前0.0公尺,死亡1;受傷1,營業用-曳引車;自用-曳引車,121.94471599999999,25.01589,108a1955
956,108年07月10日 07時39分00秒,彰化縣溪湖鎮大竹里彰水路2段807號前0.0公尺前,死亡1;受傷0,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用),120.480453,23.952019,108a1956
957,108年07月10日 18時12分00秒,宜蘭縣宜蘭市民族路口 / 宜蘭縣宜蘭市農權路3段,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車,121.74193999999999,24.749078,108a1957
958,108年07月10日 19時24分45秒,臺南市柳營區光福里柳營路2段220號東側,死亡1;受傷0,自用-小客車;普通重型-機車,120.31195,23.281156,108a1958
959,108年07月10日 19時55分18秒,南投縣草屯鎮加老里芬草路三段98號前,死亡1;受傷0,行人-人;營業用-大貨車,120.66023700000001,23.999173000000003,108a1959
960,108年07月11日 01時27分00秒,高雄市小港區中安路 / 高雄市小港區高鳳路,死亡1;受傷0,普通重型-機車,120.368384,22.584966,108a1960
961,108年07月11日 12時22分21秒,臺南市北區臨安路2段12號,死亡1;受傷0,行人-人;自用-小客車,120.195591,23.002216,108a1961
962,108年07月11日 15時02分00秒,雲林縣水林鄉水北村顏厝寮79號旁,死亡1;受傷0,普通重型-機車,120.25106699999999,23.571655,108a1962
963,108年07月12日 00時43分16秒,高雄市燕巢區國道10號 14公里500.0公尺處東側向內側,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,120.382253,22.759619,108a1963
964,108年07月12日 02時12分46秒,桃園市八德區廣福路口 / 桃園市八德區廣福路口,死亡1;受傷0,普通重型-機車;營業用-大貨車,121.297045,24.959178,108a1964
965,108年07月12日 06時21分22秒,南投縣草屯鎮北勢里玉屏路55之15號,死亡1;受傷0,腳踏自行車-慢車,120.716075,24.003854999999998,108a1965
966,108年07月12日 12時35分00秒,桃園市大園區臺61線平面道路北上與桃25線路口,死亡1;受傷0,營業用-大貨車;普通重型-機車,121.210102,25.102301,108a1966
967,108年07月13日 02時40分00秒,嘉義市西區育英里民生南路 / 嘉義市西區育英里永安街,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.44723400000001,23.470512,108a1967
968,108年07月13日 05時50分00秒,屏東縣枋山鄉台1線 457公里900.0公尺處南側向路肩,死亡1;受傷1,普通重型-機車;乘客-人,120.67833600000002,22.220441,108a1968
969,108年07月13日 13時22分51秒,臺北市南港區國道3號 16公里800.0公尺處北側向外側,死亡1;受傷6,自用-半聯結車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,121.611869,25.030257000000002,108a1969
970,108年07月13日 15時40分42秒,苗栗縣西湖鄉二湖村台一線與苗33線路口,死亡1;受傷0,農耕用車(或機械)-其他車;普通重型-機車,120.73833300000001,24.569339000000003,108a1970
971,108年07月14日 01時50分53秒,臺南市仁德區上崙里中正路1段口 / 臺南市仁德區上崙里保安路2段,死亡1;受傷0,普通重型-機車;自用-小客車,120.247975,22.937882000000002,108a1971
972,108年07月14日 04時39分00秒,臺南市北區開元路北側 / 臺南市北區前鋒路,死亡1;受傷1,普通重型-機車;普通重型-機車;遊覽車-大客車,120.216756,23.006017,108a1972
973,108年07月14日 05時05分00秒,臺中市南區福平里建國北路前0.0公尺,死亡1;受傷0,營業用-大貨車;行人-人,120.659957,24.126271,108a1973
974,108年07月14日 06時44分00秒,臺北市大同區環河北路2段 / 臺北市大同區敦煌路,死亡1;受傷0,計程車-小客車;普通重型-機車,121.509502,25.076276999999997,108a1974
975,108年07月14日 09時15分42秒,屏東縣東港鎮下部里堤防路段下部幹43,死亡1;受傷0,普通重型-機車,120.49438500000001,22.4679,108a1975
976,108年07月14日 17時50分00秒,彰化縣二林鎮梅芳里太平路51-5號前0.0公尺,死亡1;受傷1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.432235,23.937598,108a1976
977,108年07月14日 18時17分00秒,南投縣名間鄉南田路 近電桿赤水幹158,死亡1;受傷3,普通重型-機車;自用-小客車;普通重型-機車;乘客-人;乘客-人,120.642284,23.867521,108a1977
978,108年07月15日 08時30分00秒,高雄市楠梓區高楠公路018201燈號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.3195,22.734820000000003,108a1978
979,108年07月15日 10時04分00秒,彰化縣芳苑鄉福榮村新上路159弄前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.32546,23.89244,108a1979
980,108年07月15日 11時30分00秒,連江縣東引鄉義堡營區下方路段,死亡1;受傷1,普通重型-機車;乘客-人,120.506667,26.376666999999998,108a1980
981,108年07月15日 12時59分00秒,桃園市大園區國際路1段口 / 桃園市大園區圳頭路口,死亡1;受傷0,自用-小客車;行人-人,121.204172,25.076039,108a1981
982,108年07月15日 17時40分00秒,雲林縣虎尾鎮惠來里惠來國小後方產業道路,死亡1;受傷0,普通重型-機車,120.48454699999999,23.729764000000003,108a1982
983,108年07月16日 04時46分00秒,彰化縣彰化市新興里金馬路2段 / 彰化縣彰化市新興里彰新路1段,死亡1;受傷0,普通重型-機車;租賃車-小客車,120.538046,24.092645,108a1983
984,108年07月16日 11時42分00秒,臺南市玉井區玉田里中山路口 / 臺南市玉井區玉田里省道臺84線平面道路口,死亡1;受傷4,自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,120.45805,23.119246,108a1984
985,108年07月16日 11時46分00秒,新北市土城區臺65線道路前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車,120.740646,24.382798,108a1985
986,108年07月16日 12時27分51秒,桃園市中壢區培英路30號號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.224249,24.971841,108a1986
987,108年07月16日 14時25分00秒,高雄市甲仙區文化路0號前0.0公尺,死亡1;受傷0,自用-大貨車,120.59423999999999,23.08069,108a1987
988,108年07月16日 18時50分20秒,南投縣草屯鎮御史里中正路1219號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.688349,23.993267000000003,108a1988
989,108年07月17日 04時18分17秒,苗栗縣西湖鄉湖東村8鄰埔頂9之51號前東村8鄰埔頂9之51號前,死亡1;受傷0,自用-小客車;行人-人,120.758927,24.57113,108a1989
990,108年07月17日 08時09分00秒,臺中市潭子區東寶里昌平路三段170號前0.0公尺,死亡1;受傷0,營業用-全聯結車;普通重型-機車;自用-小貨車(含客、貨兩用),120.67419299999999,24.203957,108a1990
991,108年07月17日 09時06分00秒,桃園市龍潭區中豐路90號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.213794,24.872726,108a1991
992,108年07月17日 15時59分00秒,嘉義縣中埔鄉中崙村產業道路20015號路燈處,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.562298,23.377928,108a1992
993,108年07月18日 13時36分52秒,臺南市安定區蘇林里蘇厝25之1號前0.0公尺,死亡1;受傷0,普通重型-機車,120.253146,23.12669,108a1993
994,108年07月18日 16時42分00秒,雲林縣土庫鎮崙內里馬國82電桿前,死亡1;受傷0,普通重型-機車,120.35928700000001,23.688136,108a1994
995,108年07月19日 04時18分00秒,苗栗縣頭屋鄉頭屋村尖豐路141-1號前,死亡1;受傷1,普通重型-機車;行人-人;普通重型-機車,120.848504,24.574289999999998,108a1995
996,108年07月19日 06時15分00秒,臺北市文山區秀明路2段31號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;自用-小客車;自用-小客車;自用-小客車,121.57607,24.991761999999998,108a1996
997,108年07月19日 07時36分00秒,新北市三峽區中正路3段252號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,121.340796,24.901028,108a1997
998,108年07月19日 10時11分37秒,桃園市觀音區草漯里大觀路2段128號前0.0公尺南側,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用),121.142045,25.04674,108a1998
