,發生時間,發生地點,死亡受傷人數,車種,經度,緯度,data_id
999,108年07月19日 10時13分00秒,高雄市鳳山區中山東路86-6號前0.0公尺前,死亡1;受傷0,普通重型-機車;自用-小客車;自用-大貨車,120.372161,22.624513,108a1999
1000,108年07月19日 20時00分00秒,新竹縣橫山鄉中豐路一段與橫山街二段69巷巷口,死亡1;受傷0,普通重型-機車,121.120884,24.717717999999998,108a11000
1001,108年07月20日 05時57分00秒,臺北市大安區基隆路2段 / 臺北市大安區敦化南路2段,死亡1;受傷0,租賃車-小客車;普通重型-機車,121.548929,25.021267,108a11001
1002,108年07月20日 06時06分20秒,臺南市歸仁區大廟里省道臺39線口 / 臺南市歸仁區保大路3段口,死亡1;受傷0,普通重型-機車;營業用-半聯結車,120.281098,22.99653,108a11002
1003,108年07月20日 09時39分00秒,彰化縣福興鄉番社村番社街 / 彰化縣福興鄉番社村番社街,死亡1;受傷0,普通重型-機車;自用-小客車,120.450103,24.027783,108a11003
1004,108年07月20日 14時04分00秒,屏東縣萬丹鄉寶厝村西環路口 / 屏東縣萬丹鄉寶厝村福德街口,死亡1;受傷0,普通重型-機車;自用-小客車,120.484955,22.582929,108a11004
1005,108年07月20日 19時01分00秒,嘉義縣太保市麻寮里三合路300號前與雙合街口,死亡1;受傷0,普通重型-機車;自用-小客車,120.371054,23.495994,108a11005
1006,108年07月20日 23時05分44秒,雲林縣大埤鄉嘉興村嘉興東路200號,死亡1;受傷0,自用-小客車,120.46585900000001,23.643625,108a11006
1007,108年07月21日 04時52分10秒,桃園市中壢區延平路口 / 桃園市中壢區中美路口,死亡1;受傷0,行人-人;自用-小客車,121.22457299999999,24.959201,108a11007
1008,108年07月21日 06時38分00秒,新北市蘆洲區三民路 / 新北市蘆洲區長榮路,死亡1;受傷0,民營公車-大客車;自用-小客車,121.47573799999999,25.083015,108a11008
1009,108年07月21日 14時01分00秒,臺中市霧峰區六股里中投西路一段前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.68499299999999,24.028913,108a11009
1010,108年07月21日 16時53分00秒,新北市八里區中華路2段前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.404627,25.14914,108a11010
1011,108年07月22日 09時25分00秒,新竹縣竹北市新泰路42-1號,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.00701399999998,24.841120999999998,108a11011
1012,108年07月22日 14時40分39秒,桃園市龜山區振興路58巷對面,死亡1;受傷0,營業用-全聯結車;普通重型-機車,121.350544,25.003648000000002,108a11012
1013,108年07月22日 20時54分00秒,彰化縣和美鎮嘉寶里彰新路4段636號前0.0公尺前,死亡1;受傷0,普通重型-機車;自用-大貨車,120.51417,24.12611,108a11013
1014,108年07月23日 17時01分00秒,高雄市美濃區復興街1段 / 高雄市美濃區和平街,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用),120.5382,22.88335,108a11014
1015,108年07月24日 04時19分00秒,彰化縣和美鎮地潭里美港公路1段 / 彰化縣和美鎮地潭里晉北路,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.5186,24.148815,108a11015
1016,108年07月24日 05時56分00秒,宜蘭縣宜蘭市東港路2段口 / 宜蘭縣宜蘭市黎明三路1段口,死亡1;受傷1,普通重型-機車;普通重型-機車,121.76781399999999,24.751341,108a11016
1017,108年07月24日 06時46分00秒,臺中市北屯區松強里松竹路二段前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車,120.69498899999999,24.18319,108a11017
1018,108年07月24日 11時43分00秒,臺南市安南區北安路2段南側 / 臺南市安南區北安路2段西側,死亡1;受傷0,自用-小客車;普通重型-機車,120.20496299999999,23.025964000000002,108a11018
1019,108年07月24日 15時40分00秒,彰化縣伸港鄉大同村長春路 / 彰化縣伸港鄉大同村中興五街,死亡1;受傷1,普通重型-機車;自用-小客車,120.48863999999999,24.155773,108a11019
1020,108年07月24日 17時17分00秒,彰化縣大城鄉豐美村平和路 / 彰化縣大城鄉豐美村人和巷,死亡1;受傷1,普通重型-機車;普通重型-機車,120.307296,23.878201,108a11020
1021,108年07月24日 21時00分55秒,嘉義縣民雄鄉國道1號 257公里800.0公尺處北側向中線,死亡1;受傷0,其他人-人;自用-小客車;自用-小客車;自用-小客車,120.411974,23.543902,108a11021
1022,108年07月25日 06時03分00秒,臺北市士林區延平北路6段183號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,121.50623700000001,25.089479,108a11022
1023,108年07月25日 14時03分00秒,新竹市香山區西濱公路外側車道北上81.5公里處旁,死亡1;受傷0,普通重型-機車,120.907196,24.759691,108a11023
1024,108年07月25日 19時58分00秒,桃園市平鎮區振興西路口 / 桃園市平鎮區環河路口,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.211156,24.946992,108a11024
1025,108年07月25日 20時49分00秒,高雄市鳳山區瑞昌街 / 高雄市鳳山區中山東路,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,120.370749,22.624244,108a11025
1026,108年07月26日 01時38分20秒,臺南市仁德區中洲里中洲76-75號前,死亡1;受傷1,自用-小客車;乘客-人,120.242355,22.917386999999998,108a11026
1027,108年07月26日 06時17分44秒,桃園市八德區大圳路(介壽路一段600號後門),死亡1;受傷1,普通重型-機車;行人-人,121.300896,24.967968,108a11027
1028,108年07月27日 01時45分07秒,臺南市後壁區長短樹里魚寮42號前附近,死亡1;受傷0,普通重型-機車,120.33655700000001,23.369214000000003,108a11028
1029,108年07月27日 05時55分08秒,苗栗縣造橋鄉豐湖村造豐路456號前,死亡1;受傷0,普通重型-機車;自用-曳引車,120.83166200000001,24.60615,108a11029
1030,108年07月27日 07時23分00秒,臺北市松山區光復北路 / 臺北市松山區民生東路5段,死亡1;受傷5,計程車-小客車;計程車-小客車;乘客-人;乘客-人;乘客-人;乘客-人,121.55525300000001,25.058235999999997,108a11030
1031,108年07月27日 10時30分15秒,南投縣埔里鎮中華路自強路口,死亡1;受傷0,普通重型-機車;民營公車-大客車,120.97405900000001,23.968269,108a11031
1032,108年07月27日 14時03分00秒,彰化縣鹿港鎮東崎里彰鹿路5段75號前0.0公尺前,死亡1;受傷0,自用-小客車,120.47788600000001,24.048745,108a11032
1033,108年07月27日 16時43分00秒,屏東縣新園鄉興中路2之160號往南約40公尺處,死亡1;受傷0,普通重型-機車,120.48281399999999,22.527008,108a11033
1034,108年07月27日 22時10分00秒,新北市三重區成功路上橋匝道,死亡1;受傷0,大型重型2(250-550C.C.)-機車,121.484458,25.046939000000002,108a11034
1035,108年07月27日 23時22分00秒,高雄市岡山區岡山北路120號前0.0公尺,死亡1;受傷0,電動輔助自行車-慢車,120.276424,22.812658,108a11035
1036,108年07月28日 05時09分00秒,南投縣名間鄉皮仔寮巷11之2號,死亡1;受傷0,普通重型-機車,120.63291100000001,23.871972,108a11036
1037,108年07月28日 09時09分00秒,臺中市潭子區福仁里旱溪西路前0.0公尺,死亡1;受傷0,普通重型-機車,120.710981,24.193818,108a11037
1038,108年07月28日 11時39分00秒,彰化縣田中鎮三光里高鐵二路3段 / 彰化縣田中鎮三光里三民路,死亡1;受傷0,普通重型-機車;民營客運-大客車,120.56951699999999,23.87044,108a11038
1039,108年07月28日 14時38分00秒,臺北市中山區民族東路518號前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車;自用-小客車,121.542662,25.067715,108a11039
1040,108年07月29日 07時50分00秒,彰化縣埔鹽鄉西湖村大新路2弄84-7號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.439823,24.001328,108a11040
1041,108年07月29日 11時25分00秒,嘉義縣梅山鄉梅北村中山路670號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.546048,23.589308,108a11041
1042,108年07月29日 11時42分00秒,彰化縣竹塘鄉新廣村光明路前0.0公尺,死亡1;受傷0,普通重型-機車,120.427384,23.845996,108a11042
1043,108年07月30日 06時49分00秒,高雄市三民區自由一路以南快車道號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.308571,22.653297,108a11043
1044,108年07月30日 08時47分20秒,雲林縣斗南鎮信義路南側 / 雲林縣斗南鎮連芳路口西側,死亡1;受傷0,自用-大貨車;腳踏自行車-慢車,120.48350900000001,23.644669,108a11044
1045,108年07月30日 09時25分00秒,臺中市太平區中興里新平路一段19巷11號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.717289,24.12923,108a11045
1046,108年07月30日 12時22分00秒,臺中市東區東勢里進化路221巷前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.69442,24.150206,108a11046
1047,108年07月30日 16時11分00秒,苗栗縣銅鑼鄉128線、台72線口,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人,120.790791,24.494595999999998,108a11047
1048,108年07月30日 16時26分00秒,彰化縣鹿港鎮頂番里彰頂路146號前0.0公尺前,死亡1;受傷1,自用-小客車;普通重型-機車;自用-小客車,120.486139,24.083717,108a11048
1049,108年07月30日 18時55分00秒,雲林縣土庫鎮大荖里大荖62東15電桿旁路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.378381,23.681119,108a11049
1050,108年07月31日 08時15分00秒,新北市板橋區縣民大道 / 新北市板橋區華興街,死亡1;受傷0,自用-大貨車;普通重型-機車,121.45918300000001,25.008554999999998,108a11050
1051,108年07月31日 11時00分00秒,臺東縣成功鎮台11線 114公里100.0公尺處南側向中外,死亡1;受傷0,普通重型-機車;租賃車-小客車,121.369674,23.100994,108a11051
1052,108年07月31日 12時05分21秒,宜蘭縣宜蘭市慈航三路口 / 宜蘭縣宜蘭市鎮平一路口,死亡1;受傷2,自用-小客車;自用-小客車;乘客-人,121.740572,24.761877,108a11052
1053,108年07月31日 19時05分00秒,臺中市太平區勤益里中山路一段前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.731728,24.140351000000003,108a11053
1054,108年08月01日 00時24分00秒,臺北市內湖區堤頂大道2段 / 臺北市內湖區基湖路,死亡1;受傷0,大型重型1(550C.C.以上)-機車,121.56423000000001,25.078884,108a11054
1055,108年08月01日 05時40分00秒,彰化縣彰化市中山里中山路2段678號前0.0公尺前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.546232,24.082169,108a11055
1056,108年08月01日 08時18分58秒,桃園市平鎮區星友街口 / 桃園市平鎮區星友街口,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車,121.254384,24.915986,108a11056
1057,108年08月01日 19時56分00秒,屏東縣鹽埔鄉民意路(仕絨支18號電桿),死亡1;受傷0,普通重型-機車,120.541551,22.768283,108a11057
1058,108年08月02日 03時42分00秒,臺中市北屯區大坑里東山路二段100巷前0.0公尺,死亡1;受傷2,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人,120.747553,24.196723000000002,108a11058
1059,108年08月02日 04時33分29秒,嘉義縣竹崎鄉昇平村嘉121線道0.5公里北向路肩附近,死亡1;受傷0,普通重型-機車,120.55082800000001,23.481773999999998,108a11059
1060,108年08月02日 08時07分00秒,臺中市北區健行里健行路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.67050400000001,24.159229,108a11060
1061,108年08月02日 09時33分00秒,臺南市東區崇學路口 / 臺南市東區崇學路口,死亡1;受傷0,腳踏自行車-慢車;營業用-大貨車,120.224654,22.981261,108a11061
1062,108年08月02日 09時47分00秒,臺中市新社區協成里興中街前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.799765,24.204645000000003,108a11062
1063,108年08月02日 11時45分00秒,南投縣埔里鎮杷城里東潤路口 / 南投縣埔里鎮杷城里九成街口,死亡1;受傷0,普通重型-機車,120.984999,23.943732,108a11063
1064,108年08月02日 12時11分00秒,桃園市桃園區西湖里三民路三段與博愛路口,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,121.30599,24.993208,108a11064
1065,108年08月02日 12時35分00秒,臺南市永康區和平東路46號,死亡1;受傷0,普通重型-機車;營業用-大貨車;營業用-大貨車,120.269157,23.056451000000003,108a11065
1066,108年08月03日 00時13分38秒,新竹縣湖口鄉中華路附近 / 新竹縣湖口鄉仁德路,死亡1;受傷0,行人-人;自用-小客車,121.00905900000001,24.871071,108a11066
1067,108年08月03日 07時19分00秒,臺北市士林區平菁街前0.0公尺,死亡1;受傷0,民營公車-大客車;腳踏自行車-慢車,121.572324,25.136209,108a11067
1068,108年08月03日 12時55分00秒,新北市五股區疏洪一路 / 新北市五股區疏洪六路,死亡1;受傷1,普通重型-機車;乘客-人,121.458371,25.075385,108a11068
1069,108年08月04日 01時50分35秒,桃園市八德區茄明里中華路192號,死亡1;受傷1,行人-人;普通重型-機車;普通重型-機車,121.278255,24.983798,108a11069
1070,108年08月04日 05時39分00秒,臺中市東區東門里旱溪西路一段68號前0.0公尺,死亡1;受傷0,普通重型-機車,120.699772,24.128723,108a11070
1071,108年08月04日 09時58分43秒,雲林縣莿桐鄉台一線233公里處往南10公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.495668,23.761167999999998,108a11071
1072,108年08月04日 11時52分30秒,花蓮縣花蓮市中美路口 / 花蓮縣花蓮市永興路口,死亡1;受傷0,自用-小客車;普通重型-機車,121.626347,23.991815,108a11072
1073,108年08月04日 12時37分42秒,臺南市官田區國道3號 334公里500.0公尺處南側向路肩,死亡1;受傷0,自用-小客車,120.35526200000001,23.194952,108a11073
1074,108年08月04日 21時52分00秒,臺中市清水區北寧里新興路412號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.57880800000001,24.27336,108a11074
1075,108年08月05日 00時32分26秒,南投縣南投市彰南路一段290巷149弄86號,死亡1;受傷0,普通重型-機車,120.6927,23.890791,108a11075
1076,108年08月05日 19時55分41秒,桃園市大溪區介壽路163號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,121.293871,24.921101999999998,108a11076
1077,108年08月06日 05時15分00秒,高雄市岡山區國道1號 343公里700.0公尺處南側向外側,死亡1;受傷3,營業用-半聯結車;自用-大貨車;自用-小客車;乘客-人;乘客-人,120.31624,22.804312,108a11077
1078,108年08月06日 06時54分00秒,新北市永和區林森路 / 新北市永和區林森路,死亡1;受傷1,自用-小客車;普通重型-機車;行人-人,121.52396999999999,25.004198000000002,108a11078
1079,108年08月06日 14時30分00秒,臺中市烏日區螺潭里溪南路一段506巷500弄238號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.628588,24.081411,108a11079
1080,108年08月06日 19時00分00秒,高雄市左營區左楠路前0.0公尺,死亡1;受傷0,普通重型-機車,120.2952,22.69073,108a11080
1081,108年08月07日 05時25分00秒,臺北市中正區羅斯福路4段118號前0.0公尺,死亡1;受傷0,普通重型-機車,121.535597,25.013389,108a11081
1082,108年08月07日 11時52分00秒,屏東縣屏東市自由路西側 / 屏東縣屏東市忠孝路南側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.48936699999999,22.683649,108a11082
